"strains.ID_strains","strains.Culture collection no.","strains.Species","strains.Strain Designation","strains_tax_PNU.Species","strains_tax_PNU.Full Scientific Name (LPSN)","strains_tax_PNU.ID_reference","strains_taxid.tax_id","strains_taxid.tax_level","culture_temp.Temperature","culture_temp.ID_reference","culture_pH.pH","culture_pH.ID_reference","met_antibiogram_v2.Incubation temperature [°C]","met_antibiogram_v2.Oxygen condition","met_antibiogram_v2.ID_reference","oxygen_tolerance.Oxygen tolerance","oxygen_tolerance.ID_reference","nutrition_type.Nutrition type","nutrition_type.ID_reference","sequence_genomes.INSDC accession","sequence_genomes.BV-BRC accession","sequence_genomes.IMG accession","sequence_genomes.ID_reference","GC_content.GC-content","GC_content.ID_reference","Zc"
159703,"ATCC BAA-2697, DSM 29249","Oleiharenicola alkalitolerans","NVT","Oleiharenicola alkalitolerans","Oleiharenicola alkalitolerans Rochman et al. 2018",20215,2100748,"species",27.5,66550,8.25,66550,NA,NA,NA,"aerobe",66550,"chemoorganoheterotroph",66550,"",NA,NA,NA,66.1,66550,NA
140788,"LMG 28427, CECT 8927, CCUG 62476","Oryzisolibacter propanilivorax","EPL6","Oryzisolibacter propanilivorax","Oryzisolibacter propanilivorax Vaz-Moreira et al. 2017",20215,1527607,"species",26,43566,7.5,43566,NA,NA,NA,"aerobe",43566,"chemoorganotroph",43566,"GCA_900103645",1527607.4,2671180222,66792,69.4,43566,-0.135635
12496,"DSM 17365, JCM 13257, CCUG 53888, WB 4","Paludibacter propionicigenes","","Paludibacter propionicigenes","Paludibacter propionicigenes Ueki et al. 2006",20215,185300,"species",30,6835,6.3,31612,NA,NA,NA,"anaerobe",6835,"chemoorganotroph",27900,"GCA_000183135",694427.4,649633080,67770,39.3,31612,-0.18387
132033,"DSM 102817, CCUG 68698","Paludifilum halophilum","SMBg3","Paludifilum halophilum","Paludifilum halophilum Frikha-Dammak et al. 2016",20215,1642702,"species",42.5,25075,8.5,25075,NA,NA,NA,"aerobe",25075,"chemoorganotroph",25075,"GCA_002245355",1642702.3,2802429553,66792,51.2,23824,-0.153904
132417,"DSM 28747, VKM B-2904","Paludisphaera borealis","PX4","Paludisphaera borealis","Paludisphaera borealis Kulichevskaya et al. 2016",20215,1387353,"species",18,43814,5,43814,NA,NA,NA,"aerobe",43814,"chemoorganotroph",43814,"GCA_001956985",1387353.3,2751185664,66792,66,43814,-0.129838
2061,"DSM 25325, KACC 12757, LMG 24779, CIP 110207","Pandoraea thiooxydans","ATSB16","Pandoraea thiooxydans","Pandoraea thiooxydans Anandham et al. 2010",20215,445709,"species",30,18000,7,23162,NA,NA,NA,"aerobe",23162,"chemolithoautotroph",23162,"GCA_001931675",445709.9,2721755763,66792,64,18000,-0.147468
13692,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962","Pannonibacter phragmitetus","C6/19","Pannonibacter phragmitetus","Pannonibacter phragmitetus Borsodi et al. 2003",20215,121719,"species",28,5536,9,43385,NA,NA,NA,"facultative anaerobe",43385,"chemoorganotroph",43385,"GCA_000382365",1122929.3,2521172637,66792,64.6,5536,-0.147548
13690,"DSM 14780, NCAIM B02027","Pannonibacter phragmitetus","C6/8","Pannonibacter phragmitetus","Pannonibacter phragmitetus Borsodi et al. 2003",20215,121719,"species",28,5534,9,43385,NA,NA,NA,"facultative anaerobe",43385,"chemoorganotroph",43385,"",NA,NA,NA,NA,NA,NA
13691,"DSM 14781, NCAIM B02026","Pannonibacter phragmitetus","C6/17","Pannonibacter phragmitetus","Pannonibacter phragmitetus Borsodi et al. 2003",20215,121719,"species",28,5535,9,43385,NA,NA,NA,"facultative anaerobe",43385,"chemoorganotroph",43385,"",NA,NA,NA,NA,NA,NA
140901,"KCTC 15476, LMG 28745","Paraclostridium benzoelyticum","JC272","Paraclostridium benzoelyticum","Paraclostridium benzoelyticum Sasi Jyothsna et al. 2016",20215,1629550,"species",32.5,43740,7,43740,NA,NA,NA,"obligate anaerobe",43740,"chemoorganoheterotroph",43740,"GCA_001006285",NA,2767802767,67771,28.3,43740,-0.213686
159700,"BCRC 80974, LMG 29554, KCTC 52239","Paracoccus fontiphilus","MVW-1","Paracoccus fontiphilus","Paracoccus fontiphilus Sheu et al. 2018",20215,1815556,"species",22.5,66563,6.5,66563,NA,NA,NA,"aerobe",66563,"chemoheterotroph",66563,"GCA_017356265",1815556.3,2996049574,66792,63.4,66563,-0.132638
140973,"BCRC 80920, LMG 29172, KCTC 42899","Paracoccus mangrovi","gyp-1","Paracoccus mangrovi","Paracoccus mangrovi Chen et al. 2017",20215,1715645,"species",26,43865,6.25,43865,NA,NA,NA,"aerobe",43865,"chemoheterotroph",43865,"GCA_042648425",NA,NA,124043,64.6,43865,-0.135897
170899,"KCTC 15845, MCCC 1K04559","Paradesulfovibrio onnuriensis","IOR2","Salidesulfovibrio onnuriiensis","Salidesulfovibrio onnuriiensis (Kim et al. 2020) Park et al. 2022",20215,2583823,"species",32.5,69614,6.5,69614,NA,NA,NA,"anaerobe",69614,"chemoorganotroph",69614,"GCA_008001235",2583823.3,2887959607,69614,60.5,69614,-0.155198
1438,"DSM 9572, LMG 23032","Parageobacillus thermantarcticus","M1, R-35644","Parageobacillus thermantarcticus","Parageobacillus thermantarcticus (Nicolaus et al. 2002) Aliyu et al. 2019",20215,186116,"species",55,3640,7.25,23042,NA,NA,NA,"obligate aerobe",23042,"chemoorganotroph",23042,"GCA_900111865",186116.3,2654588109,66792,53.7,3640,-0.192933
1385,"DSM 17857, CGMCC 1.6333","Paraliobacillus quinghaiensis","YIM-C158","Paraliobacillus quinghaiensis","Paraliobacillus quinghaiensis Chen et al. 2009",20215,470815,"species",30,7143,8,23016,NA,NA,NA,"obligate aerobe",23016,"chemoorganoheterotroph",23016,"GCA_003426025",470815.3,2832713448,66792,39.5,7143,-0.187259
132374,"DSM 25205, LMG 26950","Parviterribacter kavangonensis","D16/0/H6","Parviterribacter kavangonensis","Parviterribacter kavangonensis Foesel et al. 2016",20215,1640865,"species",28,43815,6.5,43815,NA,NA,NA,"obligate aerobe",43815,"chemoorganotroph",43815,"",NA,NA,NA,72.8,43815,NA
132375,"DSM 25204, LMG 26949","Parviterribacter multiflagellatus","A22/0/F9_1","Parviterribacter multiflagellatus","Parviterribacter multiflagellatus Foesel et al. 2016",20215,1640866,"species",30,43815,7.25,43815,NA,NA,NA,"obligate aerobe",43815,"chemoorganotroph",43815,"",NA,NA,NA,74,43815,NA
140540,"KCTC 42519, CICC 24092, DSM 109232","Paucibacter oligotrophus","CHU3","Roseateles oligotrophus","Roseateles oligotrophus (Pheng et al. 2017) Liu et al. 2023",20215,1769250,"species",30,43327,7.5,43327,NA,NA,NA,"aerobe",43327,"heterotroph",43327,"GCA_025717515",1769250.12,8047343360,66792,62.5,64860,-0.146199
132356,"DSM 29958, LMG 28678","Paucilactobacillus wasatchensis","WDC04","Paucilactobacillus wasatchensis","Paucilactobacillus wasatchensis (Oberg et al. 2016) Zheng et al. 2020",20215,1335616,"species",21.5,44055,5.5,44055,NA,NA,NA,"facultative anaerobe",44055,"chemoorganotroph",44055,"GCA_000876205",NA,2627854259,66792,39.8,44055,-0.17688
166206,"KACC 19595, NBRC 113420, IMCC 34151","Pelagibacterium sediminicola","","Pelagibacterium sediminicola","Pelagibacterium sediminicola Jang et al. 2019",20215,2248761,"species",23,68150,7.5,68150,NA,NA,NA,"aerobe",68150,"chemoheterotroph",68150,"GCA_003390885",2248761.3,2882563395,68150,62.6,68150,-0.145349
164712,"JCM 34026, UBOCG M-3359, UBOCC M-3359","Persephonella atlantica","MO1340","Persephonella atlantica","Persephonella atlantica François et al. 2025",20215,2699429,"species",70,67770,6.15,69646,NA,NA,NA,"microaerophile",69646,"chemolithoautotroph",69646,"GCA_016617615",2699429.3,8001594746,67770,37.1,67770,-0.230637
2339,"DSM 1986, ATCC 35973, NCIB 12055, CIP 103305, LMG 6165, NCIMB 12055","Phenylobacterium immobile","E","Phenylobacterium immobile","Phenylobacterium immobile Lingens et al. 1985",20215,21,"species",28,943,6.9,23073,NA,NA,NA,"aerobe",23073,"chemoorganotroph",23073,"GCA_001375595",31967.4,2690315804,66792,65.5,943,-0.13639
158583,"CNCTC 5729, ATCC 27989","Phytobacter ursingii","","Phytobacter ursingii","Phytobacter ursingii Pillonetto et al. 2018",20215,1972431,"species",22.5,65294,7,65294,NA,NA,NA,"facultative anaerobe",65294,"chemoorganotroph",65294,"GCA_901456055",1972431.3,NA,66792,52.92,65294,-0.157647
141082,"CGMCC 1.12924, KCTC 42675","Planktosalinus lacus","X14M-14","Planktosalinus lacus","Planktosalinus lacus Zhong et al. 2016",20215,1526573,"species",19.5,43981,8.25,43981,NA,NA,NA,"aerobe",43981,"heterotroph",43981,"GCA_014640155",1526573.3,2994264912,66792,36.6,43981,-0.181977
133341,"DSM 103077, JCM 31475, SEBR 4223","Pleomorphochaeta caudata","KU714929","Pleomorphochaeta caudata","Pleomorphochaeta caudata Arroua et al. 2017",20215,1806370,"species",37,25202,7,25202,NA,NA,NA,"obligate anaerobe",25202,"chemoorganotroph",25202,"",NA,NA,NA,28.7,64142,NA
158357,"DSM 104684, JCM 31871, SEBR 4209","Pleomorphochaeta naphthae","","Pleomorphochaeta naphthae","Pleomorphochaeta naphthae Arroua et al. 2018",20215,1895020,"species",37,65033,6.6,66757,NA,NA,NA,"anaerobe",66757,"chemoorganotroph",66757,"",NA,NA,NA,29.6,65033,NA
158689,"KCTC 52773, KMM 6729","Polaribacter staleyi","10Alg 139","Polaribacter staleyi","Polaribacter staleyi Nedashkovskaya et al. 2018",20215,2022337,"species",19,65426,7.75,65426,NA,NA,NA,"facultative anaerobe",65426,"heterotroph",65426,"GCA_038024045",NA,NA,124043,31.8,65426,-0.189045
2983,"DSM 17735, CIP 109586, NRRL B-41369, KCTC 42857","Polaromonas hydrogenivorans","DQ094183","Polaromonas hydrogenivorans","Polaromonas hydrogenivorans Sizova and Panikov 2007",20215,335476,"species",10,6927,6.5,23089,NA,NA,NA,"aerobe",23089,"chemolithotroph",23089,"GCA_040105105",NA,NA,124043,62.5,6927,-0.149383
2982,"DSM 15660, ATCC BAA-779, CCUG 51246","Polaromonas naphthalenivorans","CJ2","Polaromonas naphthalenivorans","Polaromonas naphthalenivorans Jeon et al. 2004",20215,216465,"species",20,6017,7.25,23088,NA,NA,NA,"aerobe",23088,"chemoorganotroph",23088,"GCA_000015505",365044.2,639633051,66792,61.5,6017,-0.148608
132412,"DSM 100161, KCTC 42944, MCC 2777, NKM 1","Pontibacter ummariensis","","Pontibacter ummariensis","Pontibacter ummariensis Mahato et al. 2016",20215,1610492,"species",35,44034,8.5,44034,NA,NA,NA,"aerobe",44034,"heterotroph",44034,"GCA_003002015",1610492.4,2728369279,66792,58.6,44034,-0.164915
133007,"DSM 100231, KCTC 42941, MCC 2932","Pontibacter virosus","W14","Pontibacter virosus","Pontibacter virosus Kohli et al. 2016",20215,1765052,"species",28,24987,7,24987,NA,NA,NA,"aerobe",24987,"heterotroph",24987,"GCA_003096355",1765052.3,2756170242,66792,51.3,24987,-0.164371
140699,"CCOS 1042, CIP 111189","Pseudoalteromonas piratica","OCN003","Pseudoalteromonas piratica","Pseudoalteromonas piratica Beurmann et al. 2017",20215,1348114,"species",26.5,43469,7.75,43469,NA,NA,NA,"obligate aerobe",43469,"heterotroph",43469,"GCA_000788395",1348114.3,2639762812,66792,40,43469,-0.163542
140414,"DSM 101509, JCM 31063","Pseudodesulfovibrio senegalensis","BLaC1","Pseudodesulfovibrio senegalensis","Pseudodesulfovibrio senegalensis (Thioye et al. 2017) Galushko and Kuever 2021",20215,1721087,"species",30,43904,7.5,43904,NA,NA,NA,"anaerobe",43904,"heterotroph",43904,"GCA_008830225",1721087.3,2899427287,67770,55.8,43021,-0.14731
133214,"LMG 29678, CCM 8698, DSM 103461, CIP 111103","Pseudoduganella danionis","E3/2","Duganella danionis","Duganella danionis (Kämpfer et al. 2016) Lu et al. 2020",20215,1890295,"species",25,25016,5,25016,NA,NA,NA,"aerobe",25016,"chemoorganotroph",25016,"GCA_042432425",NA,NA,124043,NA,NA,-0.143896
159090,"DSM 103618, NCCB 100645","Pseudogemmobacter bohemicus","cd10, Cd-10","Pseudogemmobacter bohemicus","Pseudogemmobacter bohemicus Suman et al. 2019",20215,2250708,"species",28,65913,7.5,68144,NA,NA,NA,"aerobe",68144,"chemoorganotroph",68144,"GCA_003290025",2250708.3,2886545291,68144,63.2,68144,-0.143405
166168,"CGMCC 1.13874, NBRC 113853","Pseudomonas nitrititolerans","GL14","Stutzerimonas nitrititolerans","Stutzerimonas nitrititolerans (Peng et al. 2019) Gomila et al. 2022",20215,2482751,"species",23,67987,8.5,67987,NA,NA,NA,"facultative anaerobe",67987,"chemoorganotroph",67987,"GCA_003696285",2482751.3,8034948846,67987,63.1,67987,-0.144295
133281,"JCM 31058, LMG 29157, CIP 111450","Psychrobacter pocilloporae","S6-60","Psychrobacter pocilloporae","Psychrobacter pocilloporae Zachariah et al. 2016",20215,1775882,"species",20.5,25112,8.25,25112,NA,NA,NA,"aerobe",25112,"heterotroph",25112,"",NA,NA,NA,47.7,25112,NA
141092,"CGMCC 1.12925, JCM 30615","Psychroflexus salis","X15M-6","Psychroflexus salis","Psychroflexus salis Zhong et al. 2016",20215,1526574,"species",22.5,43998,8.25,43998,NA,NA,NA,"aerobe",43998,"heterotroph",43998,"GCA_014640175",1526574.3,2995329808,66792,32.8,43998,-0.182448
158682,"KCTC 52743, CICC 24249","Psychrosphaera aquimarina","SW33","Psychrosphaera aquimarina","Psychrosphaera aquimarina Pheng et al. 2017",20215,2044854,"species",20,65418,7.5,65418,NA,NA,NA,"aerobe",65418,"chemoheterotroph",65418,"GCA_032461525",2044854.3,NA,124043,38.3,65418,-0.167078
140291,"DSM 103086, ATCC TSD-56","Pyrobaculum igneiluti","521","Pyrobaculum igneiluti","Pyrobaculum igneiluti Lee et al. 2017",20215,1806371,"species",90,43269,6,43269,NA,NA,NA,"obligate anaerobe",43269,"autotroph",43269,"",NA,NA,NA,NA,NA,NA
132610,"DSM 28599, ATCC BAA-2559","Pyrodictium delaneyi","Su06","Pyrodictium delaneyi","Pyrodictium delaneyi Lin et al. 2016",20215,1273541,"species",89.5,43115,7,43115,NA,NA,NA,"obligate anaerobe",43115,"autotroph",43115,"GCA_001412615",1273541.6,2773858058,66792,53.9,43115,-0.191878
133077,"DSM 103165, NCCB 100606, MSR MSr11462, MSR 11462","Racemicystis persica","37","Racemicystis persica","Racemicystis persica Moradi et al. 2017",20215,1885912,"species",NA,25205,5.5,25205,NA,NA,NA,"aerobe",25205,"chemoheterotroph",25205,"",NA,NA,NA,NA,NA,NA
158700,"CECT 9012, LMG 29233","Raineya orbicola","SPSPC-11","Raineya orbicola","Raineya orbicola Albuquerque et al. 2018",20215,2016530,"species",47.5,65439,7.75,65439,NA,NA,NA,"aerobe",65439,"organotroph",65439,"GCA_002843425",2016530.3,2786546755,66792,39.2,65439,-0.196105
133021,"DSM 100494, ATCC TSD-18, JCM 30886","Raineyella antarctica","LZ-22","Raineyella antarctica","Raineyella antarctica Pikuta et al. 2016",20215,1577474,"species",22,25047,6.5,25047,NA,NA,NA,"facultative anaerobe",25047,"chemoorganoheterotroph",25047,"GCA_900092135",1577474.6,2651870304,67770,70.22,25047,-0.126295
140272,"DSM 100378, JCM 30982","Rectinema cohabitans","HM","Rectinema cohabitans","Rectinema cohabitans Koelschbach et al. 2017",20215,1652145,"species",37,43207,6,43207,NA,NA,NA,"anaerobe",43207,"chemoorganoheterotroph",43207,"",NA,NA,NA,51.5,43207,NA
159888,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194","Rhizobium wuzhouense","W44","Rhizobium wuzhouense","Rhizobium wuzhouense Yuan et al. 2018",20215,1986026,"species",30,66652,7,66652,NA,NA,NA,"aerobe",66652,"chemoheterotroph",66652,"GCA_003205195",1986026.4,8005246636,66792,62.4,66652,-0.151834
140725,"KCTC 15475, LMG 28748","Rhodobacter azollae","JA912","Rhodobacter azollae","Rhodobacter azollae Suresh et al. 2017",20215,1608946,"species",30,43503,7,43503,NA,NA,NA,"microaerophile",67771,"photoorganoheterotroph",43503,"",NA,NA,NA,64.6,43503,NA
1801,"DSM 16996, VKM B-2361","Rhodoblastus sphagnicola","RS","Rhodoblastus sphagnicola","Rhodoblastus sphagnicola Kulichevskaya et al. 2006",20215,333368,"species",20,6680,5.35,23326,NA,NA,NA,"anaerobe",6680,"photoheterotroph",23326,"GCA_002937075",333368.4,2831675700,66792,62.6,6680,-0.141492
133122,"MCCC 1H00131, KCTC 52046, JCM 31413","Rhodohalobacter halophilus","JZ3C29","Rhodohalobacter halophilus","Rhodohalobacter halophilus Xia et al. 2017",20215,1812810,"species",35,25304,8,25304,NA,NA,NA,"facultative anaerobe",25304,"heterotroph",25304,"GCA_001715195",NA,2751185588,67770,44.4,25304,-0.149422
166393,"DSM 102266, LMG 29467, CECT 9847, VKM B-3435","Rhodopirellula heiligendammensis","Poly21","Rhodopirellula heiligendammensis","Rhodopirellula heiligendammensis Kallscheuer et al. 2021",20215,2714739,"species",21.5,68339,7.25,68339,NA,NA,NA,"aerobe",68339,"chemoheterotroph",68339,"GCA_007860105",2528014.3,3000118485,68339,56.5,68339,-0.111309
166395,"DSM 109595, LMG 29699, VKM B-3451","Rhodopirellula solitaria","CA85","Rhodopirellula solitaria","Rhodopirellula solitaria Kallscheuer et al. 2021",20215,2527987,"species",21.5,68339,7.25,68339,NA,NA,NA,"aerobe",68339,"chemoheterotroph",68339,"GCA_007859855",2527987.3,2894112556,68339,58,68339,-0.106355
158540,"KCTC 15603, NBRC 112816","Rhodoplanes azumiensis","TUT3581","Rhodoplanes azumiensis","Rhodoplanes azumiensis Hiraishi 2017",20215,1897628,"species",35.5,65231,7,65231,NA,NA,NA,"microaerophile",67771,"diazotroph",65231,"GCA_042682915",NA,NA,124043,70.4,65231,-0.150438
1825,"DSM 9987, ATCC 49414, NBRC 104267","Rhodoplanes tepidamans","TUT3520","Rhodoplanes tepidamans","Rhodoplanes tepidamans Hiraishi and Okamura 2017",20215,200616,"species",40,43202,7.45,43202,NA,NA,NA,"anaerobe",3768,"copiotroph|diazotroph",43202,"GCA_030813915",200616.6,2926575101,124043,68.9,43202,-0.145627
158541,"KCTC 15602, NBRC 112815","Rhodoplanes tepidicaeni","TUT3542","Rhodoplanes tepidicaeni","Rhodoplanes tepidicaeni Hiraishi 2017",20215,1897629,"species",35,65231,7.25,65231,NA,NA,NA,"microaerophile",67771,"diazotroph",65231,"",NA,NA,NA,67.7,65231,NA
158529,"LMG 29031, KCTC 15485","Rhodovulum aestuarii","JA924","Rhodovulum aestuarii","Rhodovulum aestuarii Divyasree et al. 2016",20215,1671555,"species",30,65206,8,65206,NA,NA,NA,"anaerobe",67771,"photoheterotroph",65206,"",NA,NA,NA,64,65206,NA
5636,"DSM 15991, HTCC 2501, KCTC 12146","Robiginitalea biformata","","Robiginitalea biformata","Robiginitalea biformata Cho and Giovannoni 2004",20215,252307,"species",30,6225,7.5,30171,NA,NA,NA,"aerobe",30171,"chemoheterotroph",26520,"",NA,NA,NA,56.4,30171,NA
167420,"KCCM 90339, NBRC 114190","Roseibacterium persicicum","KMU-115","Roseicyclus persicicus","Roseicyclus persicicus (Yoon 2020) Zhou et al. 2024",20215,2650661,"species",27.5,69663,7.75,69663,NA,NA,NA,"obligate aerobe",69663,"chemoorganoheterotroph",69663,"GCA_012395815",2650661.3,2889453512,66792,70.8,69663,-0.138862
2416,"DSM 13941, JCM 11240, NBRC 100045","Roseiflexus castenholzii","HLO8","Roseiflexus castenholzii","Roseiflexus castenholzii Hanada et al. 2002",20215,120962,"species",48,5192,7.75,23075,NA,NA,NA,"anaerobe",5192,"chemoheterotroph",23075,"GCA_000017805",383372.6,640753047,66792,62.4,5192,-0.147584
158703,"LMG 29977, DSM 104292","Roseisolibacter agri","AW1220","Roseisolibacter agri","Roseisolibacter agri Pascual et al. 2018",20215,2014610,"species",25.5,65443,7.25,65443,NA,NA,NA,"aerobe",65443,"chemoorganotroph",65443,"",NA,NA,NA,73.3,65443,NA
133159,"KEMB 563-468, JCM 31177","Roseomonas rubra","S5","Teichococcus ruber","Teichococcus ruber (Subhash et al. 2016) Liu and Xin 2025",20215,1783359,"species",28.5,24934,7.65,24934,NA,NA,NA,"aerobe",24934,"chemoorganoheterotroph",24934,"",NA,NA,NA,73.5,24934,NA
167641,"BCRC 81155, KCTC 62866, LMG 30930","Rubrivivax albus","ICH-3","Rubrivivax albus","Rubrivivax albus Sheu et al. 2020",20215,2499835,"species",31,69524,7.25,69524,NA,NA,NA,"obligate aerobe",125439,"chemoheterotroph",69524,"GCA_004016515",2499835.7,NA,66792,70.3,69524,-0.131873
135100,"CIP 108403, CECT 5091, LMG 29896","Ruegeria denitrificans","5OM10","Ruegeria denitrificans","Ruegeria denitrificans Arahal et al. 2018",20215,1715692,"species",25,33961,7,66611,NA,NA,NA,"aerobe",66611,"chemoorganotroph",66611,"GCA_001458295",1715692.3,2713896969,66792,56.7,66611,-0.139647
133023,"DSM 29854, NCAIM B.02614","Rufibacter quisquiliarum","CAI-18b","Rufibacter ruber","Rufibacter ruber Kýrová et al. 2016",20215,1549639,"species",24.5,25111,9,25111,NA,NA,NA,"aerobe",25111,"heterotroph",25111,"GCA_042434255",NA,NA,124043,50.7,24811,-0.16587
133073,"DSM 103039, ATCC TSD-59","Rugosibacter aromaticivorans","Ca6","Rugosibacter aromaticivorans","Rugosibacter aromaticivorans Corteselli et al. 2017",20215,1565605,"species",27.5,25209,7,25209,NA,NA,NA,"aerobe",25209,"heterotroph",25209,"GCA_000934545",1565605.5,2593339110,66792,55.14,25209,-0.154775
470,"DSM 17024, ATCC 43961, CCUG 66513","Saccharophagus degradans","2-40","Saccharophagus degradans","Saccharophagus degradans Ekborg et al. 2005",20215,86304,"species",28,6690,7.5,23294,NA,NA,NA,"aerobe",6690,"heterotroph",23294,"GCA_000013665",203122.15,637000249,66792,45.8,23294,-0.144778
141051,"KCTC 4228T, CGMCC 1.15824, DSM 101065, KCTC 4228, YIM 93745, JCM 17436","Saliphagus infecundisoli","","Saliphagus infecundisoli","Saliphagus infecundisoli Yin et al. 2017",20215,1849069,"species",37.5,43931,7.25,43931,NA,NA,NA,"aerobe",43931,"chemoorganotroph",43931,"GCA_020177375",1849069.8,8048024234,66792,64.6,64902,-0.077859
140375,"DSM 29762, CIP 110873, MOLA 117","Saonia flava","","Saonia flava","Saonia flava Fagervold et al. 2017",20215,523696,"species",4,43479,7.5,43479,NA,NA,NA,"aerobe",43479,"chemoorganoheterotroph",43479,"GCA_011927795",523696.3,2830092112,66792,36.9,43479,-0.182235
132403,"DSM 100673, JCM 30900, JAMH 043","Shimia abyssi","","Shimia abyssi","Shimia abyssi (Nogi et al. 2016) Wirth and Whitman 2018",20215,1662395,"species",20,43825,8,43825,NA,NA,NA,"obligate aerobe",43825,"chemoorganotroph",43825,"GCA_003014475",1662395.5,2728369514,66792,58,24192,-0.138547
132354,"DSM 103429, CGMCC 1.13007, KCTC 42631","Silvibacterium dinghuense","DHOF10","Silvibacterium dinghuense","Silvibacterium dinghuense (Jiang et al. 2016) Zhang et al. 2022",20215,1560006,"species",23.5,43829,5.75,43829,NA,NA,NA,"aerobe",43829,"chemoheterotroph",43829,"GCA_004123295",1560006.3,2882000052,66792,56.3,43829,-0.134027
17906,"DSM 21679, BCRC 17597, JCM 13881","Simiduia agarivorans","SA1","Simiduia agarivorans","Simiduia agarivorans Shieh et al. 2008",20215,447471,"species",28,15881,8.5,32355,NA,NA,NA,"aerobe",32355,"chemoorganotroph",28584,"GCA_000305785",1117647.4,2519103097,66792,55.6,15881,NA
11943,"DSM 18658, ATCC BAA-1392, VKM B-2454","Singulisphaera acidiphila","MOB10","Singulisphaera acidiphila","Singulisphaera acidiphila Kulichevskaya et al. 2008",20215,466153,"species",28,7641,5.85,32505,NA,NA,NA,"microaerophile",7641,"chemoorganotroph",28725,"",886293.4,NA,66792,59.9,32505,NA
170936,"KCTC 72000, NBRC 113698, CAU 1509","Sinimarinibacterium arenosum","","Sinimarinibacterium arenosum","Sinimarinibacterium arenosum Kim et al. 2020",20215,NA,"",28.5,69665,7.75,69665,NA,NA,NA,"aerobe",69665,"chemoheterotroph",69665,"GCA_005047655",2562283.3,2890017862,69665,63.2,69665,-0.131619
133315,"IBRC-M10915, LMG 28547","Soortia roseihalophila","Bsw-2b","Soortia roseihalophila","Soortia roseihalophila Amoozegar et al. 2017",20215,1889947,"species",31,25161,7,25161,NA,NA,NA,"aerobe",25161,"heterotroph",25161,"",NA,NA,NA,40.5,25161,NA
169101,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189","Sphingobium algorifonticola","TLA-22","Sphingobium algorifonticola","Sphingobium algorifonticola Chen et al. 2020",20215,2008318,"species",23.5,69670,6.5,69670,NA,NA,NA,"aerobe",125439,"chemoheterotroph",69670,"GCA_004005485",2008318.4,2881008736,66792,63.2,69670,-0.131815
166537,"BCRC 81096, LMG 30311, KCTC 62190","Sphingomonas crocodyli","CCP-7","Sphingomonas crocodyli","Sphingomonas crocodyli Sheu et al. 2019",20215,1979270,"species",27.5,67896,6.75,67896,NA,NA,NA,"aerobe",67896,"chemoheterotroph",67896,"GCA_004005865",1979270.4,2885422354,67896,64.5,67896,-0.135953
133291,"BCRC 80911, LMG 29002, KCTC 42741","Sphingomonas piscinae","LYH-20","Sphingomonas piscinae","Sphingomonas piscinae Chen et al. 2016",20215,1664572,"species",27.5,25088,7,25088,NA,NA,NA,"aerobe",25088,"chemoorganotroph",25088,"",NA,NA,NA,67.5,25088,NA
132650,"DSM 103336, CGMCC 1.15645","Sphingomonas prati","W18RD","Sphingomonas prati","Sphingomonas prati Manandhar et al. 2016",20215,1843237,"species",17,24961,7.5,24961,NA,NA,NA,"aerobe",24961,"chemoheterotroph",24961,"GCA_014643515",1843237.5,8113183392,66792,66.4,24961,-0.130441
133174,"JCM 31012, BCRC 80916","Spongiibacter taiwanensis","SPT1","Spongiibacter taiwanensis","Spongiibacter taiwanensis Jean et al. 2016",20215,1748242,"species",20.5,24950,8,24950,NA,NA,NA,"aerobe",24950,"heterotroph",24950,"GCA_023702635",1748242.3,8055793758,66792,57.9,24950,-0.139297
140261,"DSM 28179, VKM B-2948","Sporosalibacterium tautonense","MRo-4","Sporosalibacterium tautonense","Sporosalibacterium tautonense Podosokorskaya et al. 2017",20215,1859103,"species",50,43213,7.9,43213,NA,NA,NA,"obligate anaerobe",43213,"organotroph",43213,"",NA,NA,NA,32.9,43213,NA
65,"DSM 5901, ATCC 43931, AUCM B-1552, BKM B-1552, DSM 3699, VKM B-1552","Stella vacuolata","","Allostella vacuolata","Allostella vacuolata (Vasilyeva 1985) Deshmukh and Oren 2025",20215,217070,"species",28,2353,7,23248,NA,NA,NA,"microaerophile",23248,"chemoorganotroph",23248,"GCA_006739055",217070.3,2883517513,66792,73.5,23248,-0.137494
159082,"DSM 100215, LMG 29790","Stieleria maiorica","Malle 15, Mal15","Stieleria maiorica","Stieleria maiorica Kallscheuer et al. 2021",20215,2795974,"species",28,65905,7.25,69660,NA,NA,NA,"obligate aerobe",69660,"heterotroph",69660,"GCA_008035925",2026780.183,2994806493,66792,59.3,69660,-0.108799
167975,"NBRC 114304, TBRC 11341, DSM 114153","Streptomyces acidicola","K1PN6","Streptomyces acidicola","Streptomyces acidicola Lipun et al. 2020",20215,2596892,"species",28,68790,7.5,69653,NA,NA,NA,"obligate aerobe",125439,"heterotroph",69653,"GCA_009377235",2596892.3,8023503033,66792,70.3,69653,-0.109816
